"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"164","PLL.AX","Piedmont Lithium Limited","Piedmont Lithium Limited, formerly WCP Resources Limited, is a lithium company. The Company is focused on the development of its Piedmont Lithium Project in North Carolina. The Piedmont Lithium Project is located within the Carolina Tin-Spodumene belt and along trend to the Hallman Beam and Kings Mountain mines. Its landholding consists of 568 acres and the Company is currently in Phase II drilling campaign.",2021-02-12,0.72,0.82,0.06,0.3,0,2.53,6586742,-0.19,0,2.73,31.74,1011,0.73,1390,-39.56,-0.13,10.76,0,0,-125.02,0,-1.07,1,0
"165","PLS.AX","Pilbara Minerals","Pilbara Minerals Limited is a strategic metals producer. It is engaged in the exploration, development and mining of mineral resources. It owns the Pilgangoora Lithium-Tantalite Project, which is located in the Pilbara region of Western Australia. The Pilgangoora Lithium-Tantalite Project is located approximately 120 kilometers southeast of Port Hedland in Western Australia. The Pilgangoora Lithium-Tantalite Project is a spodumene (lithium-mineral) deposit. It has a farm-in and joint venture agreement over approximately six tenements comprising its West Pilbara project. The Pilgangoora Lithium-Tantalite Project has an Indicated and Inferred Resource of approximately 213 metric tons grading over 1.32% lithium oxide and 116 parts per million (ppm) Tantalite and 1.08 Iron oxide. It also holds interest in Altura Lithium Operations. Its subsidiaries include Tabba Tabba Tantalum Pty Ltd, Sturt Resources Ltd, Pilbara Lithium Pty Ltd and Pilgangoora Operations Pty Ltd.",2021-02-12,0.96,1.47,0.14,0.58,0,2.29,24061805,-0.19,0,0.1,6.18,3114,1.07,2900,-26,0.33,45.6,-117.96,-67.07,-62.28,-0.633,-0.44,35,63.3
"166","POD.AX","Podium Minerals Limited",NA,2021-02-12,0.17,0.17,0.01,0.09,0,1.78,439616,-0.19,0,-0.24,2.95,46.26,0.17,280.36,-22.54,-0.23,2.97,0,0,-35.04,0,-1.07,1,0
"167","PSC.AX","Prospect Resources","Prospect Resources Limited is an Australia-based company, which is principally engaged in the exploration and evaluation of mineral resources. The Company's geographical segments include Australia and Zimbabwe. The Company's projects include Arcadia High Grade Lithium Project, Gwanda East Gold Project, Bucks Reef Gold Mine, Penhalonga Gold Project and Chisanya Phosphate Project. The Arcadia High Grade Lithium Project is situated approximately 35 kilometers northeast of Harare, Zimbabwe close to the Arcturus Gold mine. The Gwanda East Gold Project is located in the Gwanda Greenstone Belt and covers Prestwood Mine, Prestwood A, Bucks Reef, Sally Mine and other smaller mines. The Penhalonga Gold Project consists of a number of shear and vein hosted gold deposits along the southern side of the Penhalonga Valley covering an area of approximately 1.8 square kilometers. The Chisanya Phosphate Project is a phosphate bearing carbonatite in Zimbabwe.",2021-02-12,0.17,17,0.06,0.15,0,112.93,904324,-0.19,0,-0.37,1.62,54.8,0.17,332.09,-16.41,-0.27,0,0,-1385.03,-10.39,0,-1.07,1,0
"168","RMS.AX","Ramelius Resources","Ramelius Resources Limited is engaged in exploration, mine development, mine operations, the sale of gold and milling services. The Company's segments include Mt Magnet, Burbanks and Exploration. The Company's operational projects include Mt Magnet Mine, Kathleen Valley Mine and Vivien Mine. Its development projects include Blackmans and Water Tank Hill. Its exploration projects include Milkyway, Boorgardie Basin and Tanami Joint Venture Gold Project. The Mt Magnet gold project is located adjacent to the town of Mt Magnet, approximately 500 kilometers north-east of Perth in the Murchison Goldfield of the Western Australian Yilgarn Craton. The Blackmans gold project is located approximately 30 kilometers north of Mt Magnet, in Western Australia. The Water Tank Hill project lies over 1.5 kilometers west of Mt Magnet, in Western Australia. The Milkyway gold project is located approximately 3.6 kilometers southwest of the processing plant at Mt Magnet, Western Australia.",2021-02-12,1.42,2.53,0.76,1.95,0,0.91,5847051,0.16,8.63,-0.31,2.18,1131,1.39,814.02,28.56,-0.14,10.47,24.63,32.71,4.23,76.8,0.88,107,76.8
"169","RND.AX","Rand Mining","Rand Mining Limited is engaged in exploration, development and production activities at East Kundana Joint Venture tenements. Rand's East Kundana Joint Venture is located over 25 kilometers west, North West of Kalgoorlie and over 50 kilometers northeast of Coolgardie. The Company, from its mining at Raleigh, extracted over 155,560 tons of ore from stopes on 5864, 5847, 5795, 5761, 5722, 5705, 5654, 5631 and 5614 levels and from development on the 5949, 5932, 5915, 5898, 5881 and 5830 levels of the Skinners structure at the Raleigh underground mine. The Company, from its mining at Rubicon/Hornet/Pegasus, extracted over 761,480 tons of ore from stopes on the 6055 to 5975 levels and development on the 5995 to 5935 levels of the Rubicon ore body; from stopes on the 6005 to 5865 levels and development on the 5885 to 5785 levels of the Hornet ore body and from stopes on the 6170 to 6030 levels and development on the 6210 to 6170 and 6090 to 5970 levels of the Pegasus ore body.",2021-02-12,1.75,2.44,1.5,2.08,0,0.45,6735,-0.19,0,-0.41,1.22,105.26,1.75,60.15,-1.71,-0.24,2.2,-54.71,-96.43,49.71,-139.285,1.12,120,13928.5
"170","REE.AX","RareX Limited","Rarex Ltd, formerly Sagon Resources Ltd, is an Australia-based specialist rare earths company. The Company is focused on developing the Cummins Range Rare Earth Project. Its projects also include NSW Copper Gold Projects. The Cummins Range Project is located 130km southwest of Halls Creek in the East Kimberley Region of Western Australia. It holds seven tenements, which are prospective for Cadia Valley style copper-gold porphyry deposits. NSW Copper Gold Projects include Trundle Block (EL8222), Cundumbul Block (EL6661) and Other Tenements.",2021-02-12,0.12,0.2,0.01,0.11,0,1.73,3838427,-0.19,0,0.12,6.39,46.99,0.11,408.64,-173.54,-0.27,0,0,-239.51,-11.75,115.8,1.05,116,115.8
"171","RED.AX","Red 5 Limited","RED 5 Limited is an Australia-based mineral resource company. The Company’s operations are located in Western Australia’s Eastern Goldfields Region. Its operations include Darlot Gold Mine, King of the Hills, Siana Gold Mine and Mapawa Gold Project. The Darlot Gold Mine is located approximately 900 kilometers (km) north-east of Perth in the Eastern Goldfields region of Western Australia. The Hills Gold Mine is located 80km south of the Darlot Gold Mine and 28km north of the town of Leonora in the Eastern Goldfields region of Western Australia. It holds interest in the Siana Gold Project and the Mapawa Gold Project, both located in the mining region of Surigao del Norte Province on the island of Mindanao. The Company also owns the Cables and Mission gold deposits, located approximately 10km north of its Darlot Gold Mine in Western Australia.",2021-02-12,0.22,0.38,0.17,0.28,0,0.75,4540654,3.04,78.33,-0.3,2.3,463.16,0.24,1970,3.3,-0.12,11.71,2.23,9.6,7.62,14.3,0.26,73,14.3
"172","RHI.AX","Red Hill Iron","Red Hill Iron Limited is an Australia-based mineral exploration company. The Company's principal activities are exploration for iron ore, gold and base metals. The Company is focused on the development of its channel iron deposits (CID) and rock quarrying opportunities in the Western Pilbara region of Western Australia. The Company holds interests in West Pilbara Iron Ore Project (WPIOP) and Pannawonica channel iron project. WPIOP has proven and probable reserves of approximately 445 million tons. The Company has carried out studies for a quarrying concept based on porphyry rock outcrops at the Three Peaks site nearby to the Pannawonica Project. The Company holds the right to various minerals except iron ore on the Red Hill Iron Ore Joint Venture (RHIOJV) tenements, and has secured a mining lease over suitable rock outcrops at the Three Peak locality.",2021-02-12,0.38,0.45,0.12,0.23,0,1.43,3265,-0.19,0,-0.27,2.6,26.94,0.45,59.88,-5.12,-0.27,0,0,-11821.69,0,2556,1.82,158,2556
"173","RDM.AX","Red Metal","Red Metal Limited is a Canada-based mineral exploration company, which is engaged in the acquisition and exploration of mineral prospects in Australia. The Company's McArthur Basin includes Urapunga and Mallapunyah Projects. Its Mount Isa Inlier includes Maronan Silver-Lead Project, Osborne Projects, Boulia Projects, South Cannington Projects, NextIsa Project and Walford Creek East Project. Its Gawler Craton includes Pernatty Lagoon Joint Venture and Ooldea-Barton Zircon Heavy Mineral Project. The Curnamona Province includes Frome Joint Venture Project; Tennant Creek Inlier terrain includes Tennant Creek Copper-Gold Projects and New World Copper-Nickel Project, and Eastern Arunta Terrain includes Irindina Project. It also operates Colorado Potash Project, which the Company has applied for over 20 potash prospecting permits covering a total area of approximately 170 square kilometers. Its Osborne Projects include Lily Creek and Sandy Creek.",2021-02-12,0.12,0.17,0.04,0.12,0,1.08,569499,4.76,120,1.01,15,29.47,0.12,245.59,18.29,-0.09,13.78,6.43,6.43,89.04,262.9,1.27,128,262.9
"174","RRL.AX","Regis Resources","Regis Resources Ltd is an Australia-based gold production and exploration company. The Company id focused on developing mid-sized gold operations within Australia and Africa. It operates through two reportable segments which comprise the Duketon Gold Project; being Duketon North Operations (DNO), comprising Moolart Well, Gloster, Anchor and Dogbolter, and Duketon South Operations (DSO), incorporating Garden Well, Rosemont, Erlistoun and Tooheys Well. Its Duketon Gold Project is located approximately 130 kilometers (km) north of Laverton in Western Australia. Its Garden Well project is an open pit operation with a standalone mill. Garden Well is located approximately 30 km from the Moolart Well Gold Mine. Rosemont gold project is located approximately nine km north-west of the Garden Well Gold Mine. Its McPhillamys Gold Project is located approximately 35 kilometres south east of the town of Orange.",2021-02-12,3.47,6.18,2.9,4.62,0,0.71,3132865,0.18,8.88,-0.32,2.12,1782,3.48,512.03,25.72,-0.21,4.54,26.37,38.25,4.06,14.1,0.26,73,14.1
"175","RSG.AX","Resolute Mining","Resolute Mining Ltd is an Australia-based gold miner. The Company is engaged in exploring, developing and operating gold mines in Australia and Africa. It operates through two segments: Syama and Bibiani. Its Syama Complex, located in the south of Mali, West Africa approximately 30km from the Cote d’Ivoire border and approximately 300km southeast of the capital Bamako, comprises the Syama Underground Mine and the Tabakoroni Open Pit Mine. The Mako Gold Mine is located in eastern Senegal, West Africa. The Company’s Bibiani Gold Mine is situated in the western region of Ghana in West Africa. Its subsidiaries include Resolute (Finkolo) Pty Ltd, Petowal Mining Company SA, Carpentaria Gold Pty Ltd and Mensin Gold Bibiani Limited.",2021-02-12,0.69,1.5,0.6,0.94,0,0.96,6951675,-0.19,0,-0.44,0.98,778.24,0.71,1100,-17.29,0.29,42.66,-10.56,-7.98,9.27,-0.498,-0.5,32,49.8
"176","RXM.AX","Rex Minerals",NA,2021-02-12,0.2,0.26,0.03,0.17,0,1.35,1049553,-0.19,0,-0.22,3.06,71.48,0.19,376.24,-25.02,0.03,22.82,0,0,-12.49,0,-1.07,1,0
"177","RCR.AX","RCR Tomlinson",NA,2021-02-12,0.26,0.46,0.24,0.33,0,0.67,351654,-0.19,0,2.44,28.89,13.35,0.26,51.34,4.73,-0.27,0,12.54,-80.42,0,0,-1.07,1,0
"178","RTR.AX","Rumble Resources","Rumble Resources Limited is a mineral exploration and development company. The Company is engaged in the acquisition, exploration and evaluation of base metal and precious projects. The Company operates various projects in western Australia, which includes Western Queen Gold Project, Munarra Gully Project, Earaheedy Project, Warroo Project and Braeside-Barramine Project. The Western Queen Gold project lies approximately 110 kilometers (km) north-west of Mount (Mt) Magnet within the Yalgoo Mineral field of Western Australia. The Project comprises of two mining leases M59/45 and M59/208 and two exploration tenements E20-0967 and E59-2443. The Earaheedy project is located approximately 110km north of Wiluna, Western Australia. The Braeside-Barramine Project, located in the east Pilbara region of Western Australia, comprises an area of approximately 1813 square kilometers covering over 60km of prospective strike for mineralization.",2021-02-12,0.12,0.2,0.04,0.15,0,1.07,0,-0.19,0,-0.11,4.14,0,0,532.19,-9.48,-0.27,0.24,0,-212.91,0,0,-1.07,1,0
"179","S2R.AX","S2 Resources Ltd","S2 Resources Limited is engaged in mineral exploration. The Company operates through three segments: Scandinavian exploration activities, Australian exploration activities and Unallocated. The Scandinavian exploration activities segment includes exploration and evaluation of mineral tenements in Finland and Sweden. The Australian exploration activities segment includes exploration and evaluation of mineral tenements in Australia. The Company's projects include Polar Bear Project and Norcott Project. The Polar Bear project spans an area of approximately 150 square kilometers, located between Higginsville and Norseman. It has over 360 square kilometers of ground under application adjacent to the Polar Bear project. It holds an interest in over six exploration licenses, covering approximately 100 square kilometers of ground adjacent to the Polar Bear project (the Eundynie Joint Venture).",2021-02-12,0.17,0.32,0.07,0.21,0,1.19,871329,-0.19,0,-0.05,4.74,56.68,0.18,314.89,-58.85,-0.24,2.82,0,0,-6.25,0,-1.07,1,0
"180","SO4.AX","Salt Lake Potash Limited","Salt Lake Potash Limited, formerly Wildhorse Energy Limited, is a mineral exploration company. The Company's principal activities include exploration and development of resource projects. Its segments include United States of America and Australia Potash. It holds a range of salt lake brine projects (Projects) in Western Australia, South Australia and the Northern Territory. Its primary focus is the advancement of the Lake Wells' Project, which is located approximately 80 kilometers north of the Great Central Road and over 180 kilometers northeast of Laverton in the West Australian Goldfields. The Project consists of over 1,130 square kilometers of exploration licenses, covering the Lake Wells Playa and the area immediately contiguous to the Lake. It also holds exploration licenses or applications covering all or parts of Lake Irwin and Lake Minigwal and Lake Ballard in Western Australia; Lake Lewis in the Northern Territory, and Lake Macfarlane and Island Lagoon in South Australia.",2021-02-12,0.46,0.64,0.3,0.5,0,0.68,1498637,-0.19,0,-0.25,2.83,349.85,0.47,736.53,-42.06,1.28,116.94,0,-745.82,-6.49,168,1.18,123,168
"181","SFR.AX","Sandfire Resources Limited","Sandfire Resources Limited, formerly Sandfire Resources NL, is an Australia-based mining and exploration company. The Company’s flagship DeGrussa Copper-Gold Mine is located approximately 900 kilometer (km) north-east of Perth in Western Australia. The DeGrussa Project produces copper concentrate and copper grade with notable gold and silver credits. It also holds the T3 Copper-Silver Project, which is a copper exploration and development assets in Botswana. T3 Copper-Silver Project covers approximately 11,700 km square in the Kalahari Copper Belt. Through joint ventures and farm-in agreements, it also holds various projects, such as Greater Doolgunna Project, Morck Well Project, Peak Hill Project, Enterprise Project, Bryah Project, Springfield Project and Cheroona Project.",2021-02-12,5,5.98,2.75,4.85,0,0.67,1210225,0.31,12.17,-0.41,1.24,930.47,5.22,178.25,10.67,-0.25,1.66,11.27,19.02,1.94,7.8,0.05,62,7.8
"182","SMI.AX","Santana Minerals","Santana Minerals Ltd is an Australia-based nickel and precious metals explorer. The Company is focused on the Sayabouly Project in Laos which contains the Phu Lon Nickel Prospect. Its projects also include its interests in the Cuitaboca Project and the Becker Gold project. The Cuitaboca Project is located in the state of Sinaloa, Mexico, approximately 100 kilometer (km) north east (NE) of the city of Los Mochis and 80km NE of the city of Guasave. The Becker Project is located approximately 210 km south of Santiago and 40 km west of Talca in Chile’s Region VII.",2021-02-12,0.15,0.35,0,0.19,0,1.84,105168,-0.19,0,-0.46,0.74,18.82,0.17,114.03,-21.73,-0.27,0,0,0,-3.58,0,-1.07,1,0
"183","SAR.AX","Saracen Mineral Holdings",NA,2021-02-12,4.69,6.75,2.82,5.34,0,0.74,8789126,0.7,21.71,-0.23,3.04,5173,4.66,1110,15.42,0.03,23.27,19.04,31.17,9.78,46.8,0.7,97,46.8
"184","SDV.AX","SciDev Limited","SciDev Ltd, formerly Intec Ltd, develops, manufactures and supplies coagulants and flocculants for wastewater treatment and sludge dewatering. The Company serves customers in the dairy, food, unconventional gas, quarrying, coal and metalliferous mining industries. The Company focuses on the Industrial Internet of Things technology through the installation of OptiFlox Systems. OptiFlox System provides real time, cloud-based, chemical dosing unit for use in coal preparation plants, dairy processing facilities and sewage treatment plants. It operates under DairyFlox, BioFlox, MaxiFlox and OptiFlox brand names. MaxiFlox is designed for the treatment of wastewater treatment in the quarrying and metalliferous mining sectors. DairyFlox is used in dairy processing business. BioFlox includes a range of polymers.",2021-02-12,0.72,0.95,0.25,0.74,0,0.95,249320,-0.19,0,-0.09,4.32,107.25,0.7,153.22,-1.49,-0.2,5.69,-0.85,-3.64,-127.58,-1.996,-0.2,48,199.6
"185","SFX.AX","Sheffield Resources","Sheffield Resources Limited is an exploration company. The Company is principally engaged in the exploration for mineral sands, including zircon and titanium minerals, and base metals within the state of Western Australia. The Company is focused on its Thunderbird Heavy Mineral Sands (HMS) project, which is located near Derby in Western Australia. The Company is also focused on exploring the Fraser Range project for nickel sulfide deposits and the Eneabba and McCalls projects north of Perth, Western Australia for mineral sands deposits. The Company's project includes Thunderbird Mineral Sands project, Derby East project, Oakover Copper-Manganese project and Eneabba project. The Thunderbird Mineral Sands project located in the Canning Basin in northern Western Australia. The Company's Derby East project consists of five granted tenements E04/2390, E04/2391, E04/2392, E04/2393 and E04/2394 with a total area of approximately 1,831 square kilometers.",2021-02-12,0.41,0.48,0.06,0.3,0,1.4,377190,-0.19,0,-0.4,1.37,136.69,0.39,346.06,-10.5,-0.25,1.74,0,-4307.14,-19.01,42,0.64,94,42
"186","SLR.AX","Silver Lake Resources","Silver Lake Resources Limited is a gold producing and exploration company. The Company's principal activities include gold mining and processing from the Mount Monger Operation, gold exploration and evaluation projects. The Company’s segments include Mount Monger Operation and Deflector Operation. The Company’s segments are located in Western Australia, with the Mount Monger Operation producing gold bullion, and Deflector producing gold bullion and gold-copper concentrate. The Company has approximately five mines and two processing facilities in operation across its Deflector and Mount Monger operations. The Mount Monger Operation is located approximately 50 kilometers (km) southeast of Kalgoorlie. Gold ore from the Mount Monger Operation is transported to the Randalls Gold Processing Facility, located over 65 km south east of Kalgoorlie.",2021-02-12,1.52,2.75,1.04,2.11,0,0.81,6872604,0.01,4.9,-0.37,1.67,1331,1.51,881.57,40.46,-0.19,6.69,45.59,24.36,4.56,67.7,0.83,104,67.7
"187","SVL.AX","Silver Mines Limited","Silver Mines Limited is engaged in acquiring the Bowdens Silver Project and maintaining the Webbs Silver Project in New South Wales Australia. The Company is engaged in exploration operations. Its projects also include Conrad Project (silver/polymetallic) and Tuena Project (gold/silver). The Bowdens Silver Project (Bowdens Silver) is located in central New South Wales, approximately 26 kilometers east of Mudgee. The Company holds approximately 100% of Bowdens Silver comprising EL5920, EL6354, EL8159, EL8160, EL8160, EL8268, EL5674, EL8403, EL8405 and ELA5235. The Webbs Silver Project (EL 5674) is located in the New England region of northern New South Wales approximately 45 kilometers north of Glen Innes. The Conrad Silver Project (EPL1050, EL5977, ML6040, ML6041 and ML 5992) is located in the New England region of northern New South Wales approximately 25 kilometers south of Inverell. The Tuena Project tenement application is located to the south of Orange, New South Wales.",2021-02-12,0.28,0.36,0.05,0.22,0,1.41,6711554,-0.19,0,-0.19,3.37,291.75,0.28,1040,-5.18,-0.2,5.87,0,-1636.42,-155.8,0,-1.07,1,0
"188","SNG.AX","Siren Gold Limited","Siren Gold Limited is an Australia-based company engaged in exploration and development of gold projects in New Zeland. Through its Reefton Resources Pty Limited, the Company holds the Big River Project, Alexander River Project, Reefton South Project, Lyell Project, Bell Hill Project and Golden Point Prospect. The Reefton Gold Project is located within the Reefton Goldfield on the South Island of New Zealand. The Big River Project is located approximately 15 kilometers (km) southeast of Reefton, in the South Island of New Zealand. The Alexander River Project is located approximately 25 km southeast of Reefton, in the South Island of New Zealand. Reefton South Project overlays an area to the West of the Globe Progress Mine and south of the Blackwater Mine and contains several small hard rock historical mines.",2021-02-12,0.54,0.86,0.34,0.6,0,0.87,327778,-0.19,0,1.26,17.41,40.88,0.5,80.96,0,-0.27,0.22,0,-128070,0,0,-1.07,1,0
"189","SKY.AX","Sky Metals Limited","Sky Metals Limited, formerly Planet Gas Limited, is an Australia-based company engaged in the acquisition and exploration of oil and assets. It has interests in oil and gas royalties in the United States, and interest in conventional and unconventional oil and gas projects in Australia. It operates in three segments: Exploration, Royalty and Unallocated. Exploration segment is engaged in the exploration and evaluation activities of it. Royalty segment is engaged in the operations related to the overriding royalty interest. Unallocated segment includes corporate and administrative activities. Its projects include Mid Continent (Kansas) and Appalachia in the United States, and Cooper Basin in Australia. Its acreage position in the Cooper Basin of South Australia includes PRL 118 through PRL 128 and PEL 638 (the Licenses), which covers a combined area of over 1,920 square kilometers. PEL 638 covers an area of over 900 square kilometers in the Patchawarra Trough.",2021-02-12,0.16,0.44,0.12,0.17,0,1.88,321488,-0.19,0,-0.21,3.18,53.36,0.18,304.9,-14.5,-0.27,0.26,0,-3148.48,-25.42,0,-1.07,1,0
"190","SMG.AX","Soon Mining Limited","Soon Mining Limited is a mineral exploration company, which is formed to acquire and develop exploration projects. The Company's principal activity includes the contract for the acquisition of Ocean Blue International Limited and its gold mining project in Ghana, West Africa. The Company is a West African gold explorer engaged in developing the Kwahu Praso Gold Concession (Project). The Kwahu Praso Gold Project is located at the northeastern margin of the Ashanti Belt. The Kwahu Praso Gold Project is located near Kwahu Praso in the Kwahu South District in the eastern region of Ghana. The Kwahu Praso Gold Project is located approximately 130 kilometers northwest of Accra and over 20 kilometers west of Nkawkaw. The Kwahu Praso Gold Project covers an area of approximately 82.74 square kilometers, including over 60 square kilometers within the mining lease area and the surrounding approximately 19.74 square kilometers retained under a prospecting license.",2021-02-12,0.2,0.2,0.17,0.19,0,0.16,0,-0.19,0,-0.54,0,31.64,0.2,158.22,-186.38,9.7,752.98,0,0,-41.73,0,-1.07,1,0
"191","SSR.AX","SSR Mining Inc","SSR Mining Inc. is a mining company. The Company is focused on the operation, development, exploration and acquisition of precious metal projects. Its segments include Marigold mine, Seabee Gold Operation, Puna Operations and Exloration, evaluation and development properties. The Marigold mine is in Humboldt County, Nevada, United States on the Battle Mountain-Eureka trend. Seabee Gold Operation is in Northern Saskatchewan, Canada approximately 125 kilometers northeast of the town of La Ronge. Its Puna Operations is comprised of the Chinchillas mine and the Pirquitas property, which includes the Pirquitas processing facilities. Puna Operations is located in the Jujuy Province, Argentina. The Chinchillas mine is a silver-lead-zinc deposit. Its operations also include development and explorations projects, such as San Luis and Pitarrilla project, Amisk and Sunrise Lake projects.",2021-02-12,21.12,33.52,20.61,25.66,0,0.5,28632,1.54,41.87,-0.4,1.37,4679,21.32,219.47,2.54,-0.09,13.9,9.69,20.87,20.07,52.5,0.73,99,52.5
"192","SBM.AX","St Barbara Limited","St Barbara Ltd is an Australia-based gold mining company. The Company’s assets include the Leonora Operations in Western Australia, the Simberi Operations in Papua New Guinea, and the Atlantic Gold Operations in Nova Scotia, Canada. Leonora Operations include the Gwalia mine, which is located approximately three kilometers (km) south of the town of Leonora, Western Australia. The Simberi Operations occurs on the eastern half of the Simberi island covered by approximately 2,560 hectare Mining Lease (ML136). The Atlantic Gold operation is located in Moose River Gold Mines, near Middle Musquodoboit, approximately 60km north east of Halifax, Nova Scotia. The Gwalia mine has operations with approximately 2.1 million ounces of gold in reserves at a grade of 6.4 grams per ton. Ore at Simberi is sourced from various pits, including the Sorowar Pit. The Atlantic Gold operation has a combined estimated of approximately 1.9 million ounces of gold in reserves at a grade of 1.12 grams per ton.",2021-02-12,2.24,3.98,1.61,2.9,0,0.82,4539517,0.33,12.64,-0.42,1.2,1622,2.3,705.36,9.84,0.05,24.59,15.49,23.02,4.5,46.4,0.7,97,46.4
"193","SRK.AX","Strike Resources","Strike Resources Limited is an exploration company. The Company's principal activity includes the examination of a range of strategies and the investigation of alternative value-add strategies in relation to the development of its iron ore projects in Peru. The Company's segments include Peru and Australia. The Company holds approximately 15 Apurimac and Cusco project mineral concessions. The Apurimac Magnetite Iron Ore project is located in the Southern Highlands of Peru. The Cusco Magnetite Iron Ore Project consists of approximately three concessions totaling approximately 3,000 hectares, and located approximately 150 kilometers to the east of the Apurimac Project area and approximately 80 kilometers south of Cusco. In addition, the Company has applied for a range of exploration licenses in North Pilbara, Western Australia and exploration concessions in northern Chile considered prospective for lithium.",2021-02-12,0.2,0.3,0.02,0.13,0,2.15,1367780,-0.19,0,0.49,10,49.43,0.2,247.13,-38.56,-0.27,0,0,-2382.06,-36.72,11.2,0.18,69,11.2
"194","SLZ.AX","Sultan Resources Ltd","Sultan Resources Limited is an Australia-based company engaged in mineral exploration in Western Australia. The Company’s projects include Lachlan Fold Belt Projects, East Tallering Gold Project, Dalwallinu Gold Project, Thaduna Gold / Copper / Minerals Project and Lake Grace Nickel / Cobalt / Gold Project. The Company’s projects cover nearly 950km2 in exploration terrains. The East Tallering Project is located 180-kilometer (km) east of Geraldton covering an area of 67 square kilometer (km2) within the northeast extension of the Tallering Greenstone Belt (TGB). Dalwallinu Gold Project covers an area of approximately 167km2, located 195km northeast of Perth and 60km southwest of the Mt Gibson gold mine. Lake Grace Project is located approximately 250km southeast of Perth. Thaduna Project is located 180km northeast of Meekatharra.",2021-02-12,0.22,0.29,0.06,0.22,0,1.05,313919,-0.19,0,-0.31,2.21,13.21,0.19,69.53,-18.46,-0.27,0,0,0,0,0,-1.07,1,0
"195","SWK.AX","Swick Mining Services","Swick Mining Services Ltd is engaged in the provision of mineral drilling services to the mining industry in the Asia Pacific and other international regions, primarily in the areas of underground diamond drilling, underground production drilling and surface reverse circulation drilling. The Company also carries out research and development activities in mineral analysis. The Company's segments are Drilling Services in Asia Pacific and Drilling Services International. Its Swick RC Drill consists of a modular configuration, automated rod handling system and remote controlled air support truck. It utilizes Tamrock Solo 1020 top head hammer longhole rigs to provide underground production drilling services, which include grade control, blast hole, ground support and rise/slot drilling. The Company also provides tailored management services for underground production drilling, offering crews to operate, manage and maintain production drill rigs that are owned by the client.",2021-02-12,0.16,0.24,0.1,0.2,0,0.7,182678,-0.19,0,-0.49,0.51,46.35,0.15,299.04,-6.81,0.19,35.23,-4.03,-2.57,4.08,-0.011,-1.03,3,1.1
"196","SL1.AX","Symbol Mining Limited","Symbol Mining Limited is an Australia-based zinc and lead mining and exploration company. The Company is focused on development and commercialization of base metal projects located on the Benue Trough in Nigeria. The Company has 60% interest in two base metal projects: the Imperial Project and the Tawny Project. The Imperial Project is located on the border of Bauchi and Taraba states approximately 420 kilometers east and northeast of Abuja. The Tawny Project is located approximately 150 kilometers east and southeast of Abuja.",2021-02-12,14,14,0.01,13.3,0,1.05,0,-0.19,0,-0.54,0,0,0,0.36,0,-0.27,0,0,-52300159.38,-0.81,0,-1.07,1,0
"197","TAO.AX","Tao Commodities Ltd","Tao Commodities Ltd is an Australia-based base metals exploration and development company. The Company is primarily focused on pursuing various investment opportunities in the resources sector. The Company holds interest in the Milford Base Metals Project in Beaver County, UTAH, which is prospective for Zinc, Lead, Copper and Silver minerals. It also owns the Titan Project, which is comprised of approximately 2,100 acres of options to lease or purchase private surface and mineral rights that are prospective for titanium and zircon mineral sands proximal to the town of Camden in Benton, Henry and Carroll counties in Tennessee, United States of America (USA).",2021-02-12,0.63,0.88,0.04,0.24,0,3.5,283983,-0.19,0,0.34,8.48,77.3,0.78,99.11,-23.35,-0.26,0.9,0,0,-22.65,0,-1.07,1,0
"198","TMT.AX","Technology Metals Australia Limited","Technology Metals Australia Limited is an Australia-based company, which focuses on identifying exploration projects in Australia and overseas. The Company's primary exploration focus will be on vanadium in the mid-West region of Western Australia. The Company intends to hold interests in The Kop Ventures Pty Ltd, which owns the Gabanintha Project. The Gabanintha Project consists of four prospecting licenses, such as P51/2785, P51/2942, P51/2943 and P51/2944, and an exploration license, E51/1510. The Gabanintha Project is located within the Murchison Gold Field of Western Australia and the Shire of Meekatharra. The Gabanintha Project area is located near the ghost town of Gabanintha in the mid-West region of Western Australia, approximately 830 kilometers north-northwest of Perth and over 40 kilometers south-east of Meekatharra. The tenements cover a total area of approximately 509 hectares. The Gabanintha Project is at the exploration stage.",2021-02-12,0.34,0.48,0.06,0.29,0,1.45,334143,0.87,25.77,-0.37,1.64,50.13,0.34,149.64,5.77,-0.27,0,0,0,-26.26,0,-1.07,1,0
